State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,All Others_Votes,All Others_Pct,Total_Votes,Winner,Winner_Pct
South Dakota,Bennett__SD,389,35.75,676,62.13,23,2.11,0,0,1088,Republican,62.13
South Dakota,Bon_Homme__SD,697,23.3,2236,74.73,59,1.97,0,0,2992,Republican,74.73
South Dakota,Brookings__SD,5978,40.02,8575,57.4,386,2.58,0,0,14939,Republican,57.4
South Dakota,Brown__SD,6075,35.65,10645,62.46,323,1.9,0,0,17043,Republican,62.46
South Dakota,Brule__SD,666,27.49,1694,69.91,63,2.6,0,0,2423,Republican,69.91
South Dakota,Buffalo__SD,291,62.45,164,35.19,11,2.36,0,0,466,Democrat,62.45
South Dakota,Butte__SD,942,18.54,4024,79.18,116,2.28,0,0,5082,Republican,79.18
South Dakota,Campbell__SD,120,14.35,706,84.45,10,1.2,0,0,836,Republican,84.45
South Dakota,Charles_Mix__SD,1000,27.66,2551,70.57,64,1.77,0,0,3615,Republican,70.57
South Dakota,Clark__SD,415,22.53,1382,75.03,45,2.44,0,0,1842,Republican,75.03
South Dakota,Clay__SD,2944,52.04,2574,45.5,139,2.46,0,0,5657,Democrat,52.04
South Dakota,Codington__SD,3840,28.42,9349,69.2,321,2.38,0,0,13510,Republican,69.2
South Dakota,Corson__SD,495,43.31,631,55.21,17,1.49,0,0,1143,Republican,55.21
South Dakota,Custer__SD,1567,26.11,4313,71.87,121,2.02,0,0,6001,Republican,71.87
South Dakota,Davison__SD,2743,29.89,6208,67.65,226,2.46,0,0,9177,Republican,67.65
South Dakota,Day__SD,1000,34.11,1876,63.98,56,1.91,0,0,2932,Republican,63.98
South Dakota,Deuel__SD,528,22.98,1717,74.72,53,2.31,0,0,2298,Republican,74.72
South Dakota,Dewey__SD,1032,55.16,793,42.38,46,2.46,0,0,1871,Democrat,55.16
South Dakota,Douglas__SD,219,13.21,1419,85.59,20,1.21,0,0,1658,Republican,85.59
South Dakota,Edmunds__SD,384,18.91,1618,79.67,29,1.43,0,0,2031,Republican,79.67
South Dakota,Fall_River__SD,1030,24.1,3135,73.35,109,2.55,0,0,4274,Republican,73.35
South Dakota,Faulk__SD,183,16.19,920,81.42,27,2.39,0,0,1130,Republican,81.42
South Dakota,Grant__SD,946,26.06,2594,71.46,90,2.48,0,0,3630,Republican,71.46
South Dakota,Gregory__SD,426,18.79,1790,78.96,51,2.25,0,0,2267,Republican,78.96
South Dakota,Haakon__SD,105,9.33,1004,89.24,16,1.42,0,0,1125,Republican,89.24
South Dakota,Hamlin__SD,610,18.91,2560,79.36,56,1.74,0,0,3226,Republican,79.36
South Dakota,Hand__SD,365,20.69,1376,78,23,1.3,0,0,1764,Republican,78
South Dakota,Hanson__SD,399,19.5,1611,78.74,36,1.76,0,0,2046,Republican,78.74
South Dakota,Harding__SD,48,5.85,754,91.95,18,2.2,0,0,820,Republican,91.95
South Dakota,Hughes__SD,2838,33.65,5379,63.77,218,2.58,0,0,8435,Republican,63.77
South Dakota,Hutchinson__SD,755,20.21,2918,78.1,63,1.69,0,0,3736,Republican,78.1
South Dakota,Hyde__SD,148,21.29,530,76.26,17,2.45,0,0,695,Republican,76.26
South Dakota,Jackson__SD,357,31.62,753,66.7,19,1.68,0,0,1129,Republican,66.7
South Dakota,Jerauld__SD,276,27.63,708,70.87,15,1.5,0,0,999,Republican,70.87
South Dakota,Jones__SD,60,10.91,477,86.73,13,2.36,0,0,550,Republican,86.73
South Dakota,Kingsbury__SD,760,27.13,1989,71.01,52,1.86,0,0,2801,Republican,71.01
South Dakota,Lake__SD,1978,33.49,3819,64.66,109,1.85,0,0,5906,Republican,64.66
South Dakota,Lawrence__SD,5074,32.93,9904,64.27,431,2.8,0,0,15409,Republican,64.27
South Dakota,Lincoln__SD,12981,35.67,22621,62.16,791,2.17,0,0,36393,Republican,62.16
South Dakota,Lyman__SD,422,29.16,993,68.62,32,2.21,0,0,1447,Republican,68.62
South Dakota,Marshall__SD,782,37.08,1288,61.07,39,1.85,0,0,2109,Republican,61.07
South Dakota,McCook__SD,733,24.18,2227,73.47,71,2.34,0,0,3031,Republican,73.47
South Dakota,McPherson__SD,188,14.47,1087,83.68,24,1.85,0,0,1299,Republican,83.68
South Dakota,Meade__SD,3421,23.32,10887,74.2,364,2.48,0,0,14672,Republican,74.2
South Dakota,Mellette__SD,285,38.51,434,58.65,21,2.84,0,0,740,Republican,58.65
South Dakota,Miner__SD,293,25.11,841,72.07,33,2.83,0,0,1167,Republican,72.07
South Dakota,Minnehaha__SD,39923,42.48,51842,55.16,2221,2.36,0,0,93986,Republican,55.16
South Dakota,Moody__SD,1052,32.99,2068,64.85,69,2.16,0,0,3189,Republican,64.85
South Dakota,Oglala_Lakota__SD,2567,83.83,406,13.26,89,2.91,0,0,3062,Democrat,83.83
South Dakota,Pennington__SD,20051,35.44,35009,61.88,1520,2.69,0,0,56580,Republican,61.88
South Dakota,Perkins__SD,228,14.33,1342,84.35,21,1.32,0,0,1591,Republican,84.35
South Dakota,Potter__SD,214,16.49,1059,81.59,25,1.93,0,0,1298,Republican,81.59
South Dakota,Roberts__SD,1560,37.6,2514,60.59,75,1.81,0,0,4149,Republican,60.59
South Dakota,Sanborn__SD,259,21.37,929,76.65,24,1.98,0,0,1212,Republican,76.65
South Dakota,Spink__SD,921,29.34,2145,68.33,73,2.33,0,0,3139,Republican,68.33
South Dakota,Stanley__SD,447,25.76,1260,72.62,28,1.61,0,0,1735,Republican,72.62
South Dakota,Sully__SD,168,18.65,716,79.47,17,1.89,0,0,901,Republican,79.47
South Dakota,Todd__SD,1570,73.85,497,23.38,59,2.78,0,0,2126,Democrat,73.85
South Dakota,Tripp__SD,470,17.71,2150,81.01,34,1.28,0,0,2654,Republican,81.01
South Dakota,Turner__SD,1044,23.01,3374,74.35,120,2.64,0,0,4538,Republican,74.35
South Dakota,Union__SD,2548,28.71,6160,69.4,168,1.89,0,0,8876,Republican,69.4
South Dakota,Walworth__SD,481,19.51,1940,78.67,45,1.82,0,0,2466,Republican,78.67
South Dakota,Yankton__SD,3883,35.85,6650,61.39,299,2.76,0,0,10832,Republican,61.39
South Dakota,Ziebach__SD,366,46.86,388,49.68,27,3.46,0,0,781,Republican,49.68
Tennessee,Anderson__TN,11525,31.53,24582,67.26,441,1.21,0,0,36548,Republican,67.26
Tennessee,Bedford__TN,4122,20.52,15772,78.51,196,0.97,0,0,20090,Republican,78.51
Tennessee,Benton__TN,1317,18.14,5886,81.07,57,0.79,0,0,7260,Republican,81.07
Tennessee,Bledsoe__TN,891,14.39,5254,84.87,46,0.74,0,0,6191,Republican,84.87
Tennessee,Blount__TN,17664,25.52,50699,73.24,861,1.24,0,0,69224,Republican,73.24
Tennessee,Bradley__TN,9852,20.01,38836,78.86,558,1.13,0,0,49246,Republican,78.86
Tennessee,Campbell__TN,2305,14.84,13115,84.46,108,0.7,0,0,15528,Republican,84.46
Tennessee,Cannon__TN,1132,16.45,5682,82.58,67,0.97,0,0,6881,Republican,82.58
Tennessee,Carroll__TN,2233,18.79,9547,80.35,102,0.86,0,0,11882,Republican,80.35
Tennessee,Carter__TN,4454,17.92,20167,81.15,231,0.93,0,0,24852,Republican,81.15
Tennessee,Cheatham__TN,5464,26.34,14987,72.26,290,1.4,0,0,20741,Republican,72.26
Tennessee,Chester__TN,1286,16.97,6206,81.91,85,1.12,0,0,7577,Republican,81.91
Tennessee,Claiborne__TN,1971,14.56,11463,84.7,100,0.74,0,0,13534,Republican,84.7
Tennessee,Clay__TN,614,16.33,3117,82.9,29,0.77,0,0,3760,Republican,82.9
Tennessee,Cocke__TN,2415,15.42,13105,83.67,143,0.91,0,0,15663,Republican,83.67
Tennessee,Coffee__TN,5440,21.82,19174,76.91,318,1.27,0,0,24932,Republican,76.91
Tennessee,Crockett__TN,1196,20.2,4674,78.94,51,0.86,0,0,5921,Republican,78.94
Tennessee,Cumberland__TN,6996,20.2,27399,79.09,247,0.71,0,0,34642,Republican,79.09
Tennessee,Davidson__TN,181862,62.7,102256,35.26,5918,2.04,0,0,290036,Democrat,62.7
Tennessee,Decatur__TN,819,14.98,4596,84.08,51,0.94,0,0,5466,Republican,84.08
Tennessee,DeKalb__TN,1706,18.16,7599,80.87,91,0.97,0,0,9396,Republican,80.87
Tennessee,Dickson__TN,5913,23.46,19002,75.39,289,1.15,0,0,25204,Republican,75.39
Tennessee,Dyer__TN,2707,18.81,11603,80.61,84,0.58,0,0,14394,Republican,80.61
Tennessee,Fayette__TN,6720,28.36,16756,70.71,220,0.93,0,0,23696,Republican,70.71
Tennessee,Fentress__TN,1149,11.76,8555,87.56,67,0.68,0,0,9771,Republican,87.56
Tennessee,Franklin__TN,4529,22.96,15016,76.12,183,0.92,0,0,19728,Republican,76.12
Tennessee,Gibson__TN,5100,23.56,16346,75.51,202,0.93,0,0,21648,Republican,75.51
Tennessee,Giles__TN,2974,22.05,10394,77.07,119,0.88,0,0,13487,Republican,77.07
Tennessee,Grainger__TN,1432,12.87,9630,86.52,68,0.61,0,0,11130,Republican,86.52
Tennessee,Greene__TN,5145,16.55,25586,82.28,364,1.17,0,0,31095,Republican,82.28
Tennessee,Grundy__TN,948,14.98,5334,84.29,46,0.73,0,0,6328,Republican,84.29
Tennessee,Hamblen__TN,5132,20.12,20154,79.03,215,0.85,0,0,25501,Republican,79.03
Tennessee,Hamilton__TN,74437,42.67,97195,55.72,2806,1.61,0,0,174438,Republican,55.72
Tennessee,Hancock__TN,334,11.49,2558,87.96,16,0.55,0,0,2908,Republican,87.96
Tennessee,Hardeman__TN,3527,37.53,5793,61.63,79,0.84,0,0,9399,Republican,61.63
Tennessee,Hardin__TN,1704,14.09,10293,85.11,97,0.8,0,0,12094,Republican,85.11
Tennessee,Hawkins__TN,3987,15.18,22066,84.01,213,0.81,0,0,26266,Republican,84.01
Tennessee,Haywood__TN,3311,49.77,3286,49.4,55,0.83,0,0,6652,Democrat,49.77
Tennessee,Henderson__TN,1902,15.79,10083,83.7,62,0.51,0,0,12047,Republican,83.7
Tennessee,Henry__TN,3286,21.8,11629,77.14,161,1.06,0,0,15076,Republican,77.14
Tennessee,Hickman__TN,1968,19.09,8265,80.17,76,0.74,0,0,10309,Republican,80.17
Tennessee,Houston__TN,773,20.29,2989,78.45,48,1.26,0,0,3810,Republican,78.45
Tennessee,Humphreys__TN,1767,21.38,6400,77.44,97,1.18,0,0,8264,Republican,77.44
Tennessee,Jackson__TN,1040,18.32,4586,80.8,50,0.88,0,0,5676,Republican,80.8
Tennessee,Jefferson__TN,4503,17.44,21068,81.61,244,0.95,0,0,25815,Republican,81.61
Tennessee,Johnson__TN,1212,14.96,6829,84.29,61,0.75,0,0,8102,Republican,84.29
Tennessee,Knox__TN,87516,39.45,130815,58.96,3533,1.59,0,0,221864,Republican,58.96
Tennessee,Lake__TN,429,22.12,1493,77,17,0.88,0,0,1939,Republican,77
Tennessee,Lauderdale__TN,2571,31.1,5633,68.15,62,0.75,0,0,8266,Republican,68.15
Tennessee,Lawrence__TN,2939,15.05,16429,84.11,165,0.84,0,0,19533,Republican,84.11
Tennessee,Lewis__TN,991,16.83,4852,82.38,47,0.79,0,0,5890,Republican,82.38
Tennessee,Lincoln__TN,2782,17.25,13208,81.89,138,0.86,0,0,16128,Republican,81.89
Tennessee,Loudon__TN,7625,22.96,25226,75.96,358,1.08,0,0,33209,Republican,75.96
Tennessee,Macon__TN,1277,12.36,8958,86.69,98,0.95,0,0,10333,Republican,86.69
Tennessee,Madison__TN,16115,40.32,23385,58.52,464,1.16,0,0,39964,Republican,58.52
Tennessee,Marion__TN,3026,21.72,10788,77.43,119,0.85,0,0,13933,Republican,77.43
Tennessee,Marshall__TN,3390,21.24,12426,77.85,146,0.91,0,0,15962,Republican,77.85
Tennessee,Maury__TN,14145,27.15,37376,71.75,569,1.1,0,0,52090,Republican,71.75
Tennessee,McMinn__TN,4207,17.48,19673,81.73,192,0.79,0,0,24072,Republican,81.73
Tennessee,McNairy__TN,1727,15.33,9437,83.76,103,0.91,0,0,11267,Republican,83.76
Tennessee,Meigs__TN,968,15.87,5085,83.37,46,0.76,0,0,6099,Republican,83.37
Tennessee,Monroe__TN,3608,16.16,18526,82.99,189,0.85,0,0,22323,Republican,82.99
Tennessee,Montgomery__TN,32736,40.04,47795,58.46,1224,1.5,0,0,81755,Republican,58.46
Tennessee,Moore__TN,542,14.83,3060,83.74,52,1.43,0,0,3654,Republican,83.74
Tennessee,Morgan__TN,1054,12.31,7427,86.76,79,0.93,0,0,8560,Republican,86.76
Tennessee,Obion__TN,2221,17.22,10596,82.14,83,0.64,0,0,12900,Republican,82.14
Tennessee,Overton__TN,1931,17.45,9042,81.69,96,0.86,0,0,11069,Republican,81.69
Tennessee,Perry__TN,558,15.02,3139,84.47,19,0.51,0,0,3716,Republican,84.47
Tennessee,Pickett__TN,487,16.49,2441,82.63,26,0.88,0,0,2954,Republican,82.63
Tennessee,Polk__TN,1356,15.54,7302,83.67,69,0.79,0,0,8727,Republican,83.67
Tennessee,Putnam__TN,8991,25.73,25554,73.14,394,1.13,0,0,34939,Republican,73.14
Tennessee,Rhea__TN,2312,16.01,11974,82.9,158,1.09,0,0,14444,Republican,82.9
Tennessee,Roane__TN,6073,22.15,21011,76.65,328,1.2,0,0,27412,Republican,76.65
Tennessee,Robertson__TN,8428,24.03,26260,74.88,382,1.09,0,0,35070,Republican,74.88
Tennessee,Rutherford__TN,56656,38.37,88811,60.15,2189,1.48,0,0,147656,Republican,60.15
Tennessee,Scott__TN,942,9.81,8608,89.62,55,0.57,0,0,9605,Republican,89.62
Tennessee,Sequatchie__TN,1292,16.38,6522,82.66,76,0.96,0,0,7890,Republican,82.66
Tennessee,Sevier__TN,8322,18.93,35207,80.07,441,1,0,0,43970,Republican,80.07
Tennessee,Shelby__TN,201759,61.8,118917,36.42,5821,1.78,0,0,326497,Democrat,61.8
Tennessee,Smith__TN,1595,17.08,7655,81.99,86,0.93,0,0,9336,Republican,81.99
Tennessee,Stewart__TN,1160,17.52,5389,81.4,71,1.08,0,0,6620,Republican,81.4
Tennessee,Sullivan__TN,16624,22.01,58154,76.98,763,1.01,0,0,75541,Republican,76.98
Tennessee,Sumner__TN,27874,28.51,68767,70.34,1120,1.15,0,0,97761,Republican,70.34
Tennessee,Tipton__TN,6178,23.11,20303,75.95,252,0.94,0,0,26733,Republican,75.95
Tennessee,Trousdale__TN,856,20.14,3359,79.02,36,0.84,0,0,4251,Republican,79.02
Tennessee,Unicoi__TN,1578,18.48,6876,80.51,87,1.01,0,0,8541,Republican,80.51
Tennessee,Union__TN,1216,14.03,7384,85.18,69,0.79,0,0,8669,Republican,85.18
Tennessee,Van_Buren__TN,524,16.05,2718,83.25,23,0.7,0,0,3265,Republican,83.25
Tennessee,Warren__TN,3647,21.43,13192,77.53,176,1.04,0,0,17015,Republican,77.53
Tennessee,Washington__TN,18131,29.61,42299,69.08,804,1.31,0,0,61234,Republican,69.08
Tennessee,Wayne__TN,762,11.16,6016,88.07,53,0.77,0,0,6831,Republican,88.07
Tennessee,Weakley__TN,2725,20.34,10541,78.7,128,0.96,0,0,13394,Republican,78.7
Tennessee,White__TN,2105,16.28,10717,82.88,109,0.84,0,0,12931,Republican,82.88
Tennessee,Williamson__TN,47695,32.97,94562,65.36,2411,1.67,0,0,144668,Republican,65.36
Tennessee,Wilson__TN,23855,29.36,56425,69.44,974,1.2,0,0,81254,Republican,69.44
Texas,Anderson__TX,3635,18.78,15597,80.57,126,0.65,0,0,19358,Republican,80.57
Texas,Andrews__TX,806,13.3,5205,85.89,49,0.81,0,0,6060,Republican,85.89
Texas,Angelina__TX,8146,23.67,26049,75.68,227,0.66,0,0,34422,Republican,75.68
Texas,Aransas__TX,2831,21.73,10090,77.43,110,0.84,0,0,13031,Republican,77.43
Texas,Archer__TX,520,10.13,4592,89.48,20,0.39,0,0,5132,Republican,89.48
Texas,Armstrong__TX,77,6.94,1029,92.79,3,0.27,0,0,1109,Republican,92.79
Texas,Atascosa__TX,5153,27.94,13142,71.25,149,0.81,0,0,18444,Republican,71.25
Texas,Austin__TX,2816,18.31,12457,80.98,110,0.72,0,0,15383,Republican,80.98
Texas,Bailey__TX,332,19.07,1395,80.13,14,0.8,0,0,1741,Republican,80.13
Texas,Bandera__TX,2532,18.62,10939,80.43,129,0.95,0,0,13600,Republican,80.43
Texas,Bastrop__TX,15989,40.17,23301,58.54,516,1.3,0,0,39806,Republican,58.54
Texas,Baylor__TX,184,10.99,1471,87.82,20,1.19,0,0,1675,Republican,87.82
Texas,Bee__TX,2606,29.65,6111,69.52,73,0.83,0,0,8790,Republican,69.52
Texas,Bell__TX,53973,41.31,75161,57.52,1528,1.17,0,0,130662,Republican,57.52
Texas,Bexar__TX,411389,54.25,337545,44.51,9389,1.24,0,0,758323,Democrat,54.25
Texas,Blanco__TX,1973,23.15,6447,75.64,103,1.21,0,0,8523,Republican,75.64
Texas,Borden__TX,16,4.13,370,95.61,1,0.26,0,0,387,Republican,95.61
Texas,Bosque__TX,1524,15.91,7969,83.22,83,0.87,0,0,9576,Republican,83.22
Texas,Bowie__TX,9282,25.33,27122,74.01,240,0.65,0,0,36644,Republican,74.01
Texas,Brazoria__TX,63976,39.48,95867,59.16,2203,1.36,0,0,162046,Republican,59.16
Texas,Brazos__TX,33844,36.8,56671,61.63,1446,1.57,0,0,91961,Republican,61.63
Texas,Brewster__TX,1969,43.01,2545,55.59,64,1.4,0,0,4578,Republican,55.59
Texas,Briscoe__TX,72,9.66,666,89.4,7,0.94,0,0,745,Republican,89.4
Texas,Brooks__TX,1308,54.45,1077,44.84,17,0.71,0,0,2402,Democrat,54.45
Texas,Brown__TX,2132,12.65,14593,86.59,128,0.76,0,0,16853,Republican,86.59
Texas,Burleson__TX,1705,18.2,7590,81.01,74,0.79,0,0,9369,Republican,81.01
Texas,Burnet__TX,6114,21.72,21795,77.42,244,0.87,0,0,28153,Republican,77.42
Texas,Caldwell__TX,6618,42.17,8880,56.59,195,1.24,0,0,15693,Republican,56.59
Texas,Calhoun__TX,1853,23.66,5939,75.83,40,0.51,0,0,7832,Republican,75.83
Texas,Callahan__TX,761,10.89,6180,88.44,47,0.67,0,0,6988,Republican,88.44
Texas,Cameron__TX,54258,46.71,60991,52.51,904,0.78,0,0,116153,Republican,52.51
Texas,Camp__TX,1201,22.91,4011,76.52,30,0.57,0,0,5242,Republican,76.52
Texas,Carson__TX,290,9.13,2866,90.21,21,0.66,0,0,3177,Republican,90.21
Texas,Cass__TX,2406,17.01,11693,82.68,44,0.31,0,0,14143,Republican,82.68
Texas,Castro__TX,418,20.66,1594,78.79,11,0.54,0,0,2023,Republican,78.79
Texas,Chambers__TX,4192,16.79,20567,82.36,214,0.86,0,0,24973,Republican,82.36
Texas,Cherokee__TX,3744,18.26,16593,80.91,170,0.83,0,0,20507,Republican,80.91
Texas,Childress__TX,263,11.58,1991,87.63,18,0.79,0,0,2272,Republican,87.63
Texas,Clay__TX,584,9.88,5288,89.51,36,0.61,0,0,5908,Republican,89.51
Texas,Cochran__TX,148,16.57,735,82.31,10,1.12,0,0,893,Republican,82.31
Texas,Coke__TX,179,9.87,1623,89.47,12,0.66,0,0,1814,Republican,89.47
Texas,Coleman__TX,428,10.3,3712,89.32,16,0.38,0,0,4156,Republican,89.32
Texas,Collin__TX,222115,43.08,279534,54.22,13936,2.7,0,0,515585,Republican,54.22
Texas,Collingsworth__TX,135,11.24,1066,88.76,0,0,0,0,1201,Republican,88.76
Texas,Colorado__TX,2108,21.09,7824,78.29,62,0.62,0,0,9994,Republican,78.29
Texas,Comal__TX,27680,26.75,74756,72.23,1055,1.02,0,0,103491,Republican,72.23
Texas,Comanche__TX,834,12.74,5679,86.78,31,0.47,0,0,6544,Republican,86.78
Texas,Concho__TX,153,12.77,1038,86.64,7,0.58,0,0,1198,Republican,86.64
Texas,Cooke__TX,3310,16.19,16975,83.02,162,0.79,0,0,20447,Republican,83.02
Texas,Coryell__TX,6959,29.09,16688,69.75,279,1.17,0,0,23926,Republican,69.75
Texas,Cottle__TX,89,13.55,565,86,3,0.46,0,0,657,Republican,86
Texas,Crane__TX,186,13.39,1195,86.03,8,0.58,0,0,1389,Republican,86.03
Texas,Crockett__TX,323,22.79,1087,76.71,7,0.49,0,0,1417,Republican,76.71
Texas,Crosby__TX,451,23.99,1416,75.32,13,0.69,0,0,1880,Republican,75.32
Texas,Culberson__TX,319,40.85,451,57.75,11,1.41,0,0,781,Republican,57.75
Texas,Dallam__TX,152,10.5,1285,88.8,10,0.69,0,0,1447,Republican,88.8
Texas,Dallas__TX,511118,60.14,322569,37.96,16185,1.9,0,0,849872,Democrat,60.14
Texas,Dawson__TX,667,18.99,2810,79.99,36,1.02,0,0,3513,Republican,79.99
Texas,Deaf_Smith__TX,1019,23.78,3233,75.43,34,0.79,0,0,4286,Republican,75.43
Texas,Delta__TX,397,14.94,2250,84.65,11,0.41,0,0,2658,Republican,84.65
Texas,Denton__TX,191503,42.63,250521,55.77,7164,1.59,0,0,449188,Republican,55.77
Texas,DeWitt__TX,1270,16.23,6515,83.26,40,0.51,0,0,7825,Republican,83.26
Texas,Dickens__TX,146,14.7,844,84.99,3,0.3,0,0,993,Republican,84.99
Texas,Dimmit__TX,1765,51.5,1653,48.23,9,0.26,0,0,3427,Democrat,51.5
Texas,Donley__TX,174,10.16,1512,88.32,26,1.52,0,0,1712,Republican,88.32
Texas,Duval__TX,2003,44.9,2439,54.67,19,0.43,0,0,4461,Republican,54.67
Texas,Eastland__TX,918,10.98,7397,88.44,49,0.59,0,0,8364,Republican,88.44
Texas,Ector__TX,9881,23.19,32429,76.1,305,0.72,0,0,42615,Republican,76.1
Texas,Edwards__TX,133,13.23,869,86.47,3,0.3,0,0,1005,Republican,86.47
Texas,Ellis__TX,33850,34,64763,65.05,944,0.95,0,0,99557,Republican,65.05
Texas,El_Paso__TX,143156,56.91,105124,41.79,3289,1.31,0,0,251569,Democrat,56.91
Texas,Erath__TX,2871,15.64,15349,83.64,131,0.71,0,0,18351,Republican,83.64
Texas,Falls__TX,1713,27.29,4520,72.01,44,0.7,0,0,6277,Republican,72.01
Texas,Fannin__TX,2607,15.9,13648,83.24,140,0.85,0,0,16395,Republican,83.24
Texas,Fayette__TX,2515,18.87,10699,80.26,117,0.88,0,0,13331,Republican,80.26
Texas,Fisher__TX,330,18.03,1487,81.26,13,0.71,0,0,1830,Republican,81.26
Texas,Floyd__TX,358,17.13,1715,82.06,17,0.81,0,0,2090,Republican,82.06
Texas,Foard__TX,92,16.88,448,82.2,5,0.92,0,0,545,Republican,82.2
Texas,Fort_Bend__TX,179310,49.46,173592,47.88,9622,2.65,0,0,362524,Democrat,49.46
Texas,Franklin__TX,813,15.31,4473,84.22,25,0.47,0,0,5311,Republican,84.22
Texas,Freestone__TX,1499,16.57,7500,82.92,46,0.51,0,0,9045,Republican,82.92
Texas,Frio__TX,1848,37.37,3060,61.88,37,0.75,0,0,4945,Republican,61.88
Texas,Gaines__TX,538,8.39,5840,91.02,38,0.59,0,0,6416,Republican,91.02
Texas,Galveston__TX,56732,35.68,100295,63.08,1969,1.24,0,0,158996,Republican,63.08
Texas,Garza__TX,213,13.32,1374,85.93,12,0.75,0,0,1599,Republican,85.93
Texas,Gillespie__TX,3160,19.16,13202,80.05,130,0.79,0,0,16492,Republican,80.05
Texas,Glasscock__TX,38,5.73,623,93.97,2,0.3,0,0,663,Republican,93.97
Texas,Goliad__TX,778,19.51,3178,79.71,31,0.78,0,0,3987,Republican,79.71
Texas,Gonzales__TX,1729,22.3,5981,77.12,45,0.58,0,0,7755,Republican,77.12
Texas,Gray__TX,845,11.15,6691,88.27,44,0.58,0,0,7580,Republican,88.27
Texas,Grayson__TX,14800,22.45,50556,76.7,559,0.85,0,0,65915,Republican,76.7
Texas,Gregg__TX,13294,28.44,33026,70.66,418,0.89,0,0,46738,Republican,70.66
Texas,Grimes__TX,2734,19.46,11197,79.69,120,0.85,0,0,14051,Republican,79.69
Texas,Guadalupe__TX,29573,34.74,54691,64.24,872,1.02,0,0,85136,Republican,64.24
Texas,Hale__TX,1903,20.5,7283,78.44,99,1.07,0,0,9285,Republican,78.44
Texas,Hall__TX,149,12.97,992,86.34,8,0.7,0,0,1149,Republican,86.34
Texas,Hamilton__TX,625,14,3809,85.31,31,0.69,0,0,4465,Republican,85.31
Texas,Hansford__TX,146,7.3,1842,92.15,11,0.55,0,0,1999,Republican,92.15
Texas,Hardeman__TX,188,13.38,1210,86.12,7,0.5,0,0,1405,Republican,86.12
Texas,Hardin__TX,3347,11.89,24691,87.69,119,0.42,0,0,28157,Republican,87.69
Texas,Harris__TX,808771,51.93,722695,46.4,26018,1.67,0,0,1557484,Democrat,51.93
Texas,Harrison__TX,7369,24.37,22658,74.92,216,0.71,0,0,30243,Republican,74.92
Texas,Hartley__TX,163,8.09,1843,91.42,10,0.5,0,0,2016,Republican,91.42
Texas,Haskell__TX,313,13.93,1918,85.36,16,0.71,0,0,2247,Republican,85.36
Texas,Hays__TX,65528,52.08,58438,46.44,1861,1.48,0,0,125827,Democrat,52.08
Texas,Hemphill__TX,190,11.79,1412,87.59,10,0.62,0,0,1612,Republican,87.59
Texas,Henderson__TX,6919,17.95,31379,81.42,242,0.63,0,0,38540,Republican,81.42
Texas,Hidalgo__TX,104517,48.11,110760,50.98,1988,0.92,0,0,217265,Republican,50.98
Texas,Hill__TX,2919,17.47,13669,81.82,118,0.71,0,0,16706,Republican,81.82
Texas,Hockley__TX,1323,16.56,6616,82.82,49,0.61,0,0,7988,Republican,82.82
Texas,Hood__TX,6070,16.61,30174,82.55,309,0.85,0,0,36553,Republican,82.55
Texas,Hopkins__TX,2917,17.39,13754,81.98,107,0.64,0,0,16778,Republican,81.98
Texas,Houston__TX,2065,22.05,7247,77.38,53,0.57,0,0,9365,Republican,77.38
Texas,Howard__TX,1759,18.24,7817,81.08,65,0.67,0,0,9641,Republican,81.08
Texas,Hudspeth__TX,275,26.49,759,73.12,4,0.39,0,0,1038,Republican,73.12
Texas,Hunt__TX,10212,21.85,36137,77.33,384,0.82,0,0,46733,Republican,77.33
Texas,Hutchinson__TX,913,11.07,7273,88.22,58,0.7,0,0,8244,Republican,88.22
Texas,Irion__TX,105,12.1,761,87.67,2,0.23,0,0,868,Republican,87.67
Texas,Jack__TX,363,8.64,3819,90.91,19,0.45,0,0,4201,Republican,90.91
Texas,Jackson__TX,907,14.33,5386,85.1,36,0.57,0,0,6329,Republican,85.1
Texas,Jasper__TX,2615,16.51,13162,83.09,64,0.4,0,0,15841,Republican,83.09
Texas,Jeff_Davis__TX,450,38.49,699,59.79,20,1.71,0,0,1169,Republican,59.79
Texas,Jefferson__TX,38936,45.11,46596,53.98,782,0.91,0,0,86314,Republican,53.98
Texas,Jim_Hogg__TX,856,54.01,725,45.74,4,0.25,0,0,1585,Democrat,54.01
Texas,Jim_Wells__TX,5577,42.03,7636,57.55,55,0.41,0,0,13268,Republican,57.55
Texas,Johnson__TX,19247,23.84,60752,75.26,722,0.89,0,0,80721,Republican,75.26
Texas,Jones__TX,907,13.06,5988,86.2,52,0.75,0,0,6947,Republican,86.2
Texas,Karnes__TX,1051,20.71,4001,78.84,23,0.45,0,0,5075,Republican,78.84
Texas,Kaufman__TX,24726,35.63,44063,63.49,617,0.89,0,0,69406,Republican,63.49
Texas,Kendall__TX,6355,21.68,22668,77.33,292,1,0,0,29315,Republican,77.33
Texas,Kenedy__TX,41,25.95,115,72.78,2,1.27,0,0,158,Republican,72.78
Texas,Kent__TX,50,11.24,390,87.64,5,1.12,0,0,445,Republican,87.64
