State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,Gary Johnson Libertarian_Votes,Gary Johnson Libertarian_Pct,Charles Baldwin Reform_Votes,Charles Baldwin Reform_Pct,Gary Johnson [ 21 ] Libertarian_Votes,Gary Johnson [ 21 ] Libertarian_Pct,Jill Stein [ 21 ] Green_Votes,Jill Stein [ 21 ] Green_Pct,Jill Stein Green_Votes,Jill Stein Green_Pct,Virgil Goode Constitution_Votes,Virgil Goode Constitution_Pct,Total_Votes,Winner,Winner_Pct
Arkansas,Hot_Spring__AR,3830,34.01,7097,63.03,333,2.96,,,,,,,,,,,,,11260,Republican,63.03
Arkansas,Howard__AR,1471,32.97,2892,64.81,99,2.22,,,,,,,,,,,,,4462,Republican,64.81
Arkansas,Independence__AR,3281,26.47,8728,70.4,388,3.13,,,,,,,,,,,,,12397,Republican,70.4
Arkansas,Izard__AR,1524,28.87,3575,67.73,179,3.4,,,,,,,,,,,,,5278,Republican,67.73
Arkansas,Jackson__AR,2095,39.18,3072,57.45,180,3.37,,,,,,,,,,,,,5347,Republican,57.45
Arkansas,Jefferson__AR,17470,63.8,9520,34.77,393,1.43,,,,,,,,,,,,,27383,Democrat,63.8
Arkansas,Johnson__AR,2799,34.56,5064,62.53,235,2.91,,,,,,,,,,,,,8098,Republican,62.53
Arkansas,Lafayette__AR,1173,40.05,1713,58.48,43,1.47,,,,,,,,,,,,,2929,Republican,58.48
Arkansas,Lawrence__AR,1788,32.27,3536,63.83,216,3.9,,,,,,,,,,,,,5540,Republican,63.83
Arkansas,Lee__AR,2107,61.54,1280,37.38,37,1.08,,,,,,,,,,,,,3424,Democrat,61.54
Arkansas,Lincoln__AR,1425,38.24,2199,59.02,102,2.74,,,,,,,,,,,,,3726,Republican,59.02
Arkansas,Little_River__AR,1552,30.73,3385,67.02,114,2.25,,,,,,,,,,,,,5051,Republican,67.02
Arkansas,Logan__AR,2009,27.4,5079,69.28,243,3.32,,,,,,,,,,,,,7331,Republican,69.28
Arkansas,Lonoke__AR,5625,23.33,17880,74.15,609,2.52,,,,,,,,,,,,,24114,Republican,74.15
Arkansas,Madison__AR,2099,31.96,4263,64.91,206,3.13,,,,,,,,,,,,,6568,Republican,64.91
Arkansas,Marion__AR,2037,28.89,4774,67.71,240,3.4,,,,,,,,,,,,,7051,Republican,67.71
Arkansas,Miller__AR,4518,29.47,10622,69.29,189,1.24,,,,,,,,,,,,,15329,Republican,69.29
Arkansas,Mississippi__AR,6467,48.35,6603,49.37,305,2.28,,,,,,,,,,,,,13375,Republican,49.37
Arkansas,Monroe__AR,1583,49.01,1585,49.07,62,1.92,,,,,,,,,,,,,3230,Republican,49.07
Arkansas,Montgomery__AR,920,27.03,2369,69.59,115,3.38,,,,,,,,,,,,,3404,Republican,69.59
Arkansas,Nevada__AR,1314,38.83,1996,58.98,74,2.19,,,,,,,,,,,,,3384,Republican,58.98
Arkansas,Newton__AR,993,27.12,2508,68.51,160,4.37,,,,,,,,,,,,,3661,Republican,68.51
Arkansas,Ouachita__AR,4633,44.92,5521,53.52,161,1.56,,,,,,,,,,,,,10315,Republican,53.52
Arkansas,Perry__AR,1187,30.14,2581,65.54,170,4.32,,,,,,,,,,,,,3938,Republican,65.54
Arkansas,Phillips__AR,5202,65.6,2598,32.76,130,1.64,,,,,,,,,,,,,7930,Democrat,65.6
Arkansas,Pike__AR,851,22.47,2847,75.16,90,2.37,,,,,,,,,,,,,3788,Republican,75.16
Arkansas,Poinsett__AR,2390,31.61,4974,65.79,196,2.6,,,,,,,,,,,,,7560,Republican,65.79
Arkansas,Polk__AR,1556,20.14,5955,77.08,215,2.78,,,,,,,,,,,,,7726,Republican,77.08
Arkansas,Pope__AR,5126,25.08,14763,72.23,550,2.69,,,,,,,,,,,,,20439,Republican,72.23
Arkansas,Prairie__AR,880,28.02,2153,68.55,108,3.43,,,,,,,,,,,,,3141,Republican,68.55
Arkansas,Pulaski__AR,87248,54.74,68984,43.28,3149,1.98,,,,,,,,,,,,,159381,Democrat,54.74
Arkansas,Randolph__AR,2046,34.35,3701,62.14,209,3.51,,,,,,,,,,,,,5956,Republican,62.14
Arkansas,St__Francis__AR,4910,58.72,3368,40.28,84,1,,,,,,,,,,,,,8362,Democrat,58.72
Arkansas,Saline__AR,12869,27.34,32963,70.04,1230,2.62,,,,,,,,,,,,,47062,Republican,70.04
Arkansas,Scott__AR,897,24.64,2631,72.28,112,3.08,,,,,,,,,,,,,3640,Republican,72.28
Arkansas,Searcy__AR,814,22.04,2699,73.06,181,4.9,,,,,,,,,,,,,3694,Republican,73.06
Arkansas,Sebastian__AR,13092,30.19,29169,67.27,1101,2.54,,,,,,,,,,,,,43362,Republican,67.27
Arkansas,Sevier__AR,1042,24.06,3136,72.42,152,3.52,,,,,,,,,,,,,4330,Republican,72.42
Arkansas,Sharp__AR,2092,28.72,4921,67.57,270,3.71,,,,,,,,,,,,,7283,Republican,67.57
Arkansas,Stone__AR,1356,25.33,3776,70.53,222,4.14,,,,,,,,,,,,,5354,Republican,70.53
Arkansas,Union__AR,6196,36.07,10699,62.29,282,1.64,,,,,,,,,,,,,17177,Republican,62.29
Arkansas,Van_Buren__AR,1832,28.49,4365,67.88,233,3.63,,,,,,,,,,,,,6430,Republican,67.88
