State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,John B. Anderson Independent_Votes,John B. Anderson Independent_Pct,John Rarick [ 6 ] Alabama Conservative_Votes,John Rarick [ 6 ] Alabama Conservative_Pct,Ed Clark [ 6 ] Libertarian_Votes,Ed Clark [ 6 ] Libertarian_Pct,Various candidates [ 6 ] Other parties_Votes,Various candidates [ 6 ] Other parties_Pct,Ed Clark Libertarian_Votes,Ed Clark Libertarian_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,John B. Anderson Anderson Coalition_Votes,John B. Anderson Anderson Coalition_Pct,All Others Various_Votes,All Others Various_Pct,Other Candidates_Votes,Other Candidates_Pct,John Rarick American_Votes,John Rarick American_Pct,Others_Votes,Others_Pct,Barry Commoner Citizens_Votes,Barry Commoner Citizens_Pct,Ed Clark Independent_Votes,Ed Clark Independent_Pct,John Rarick American Independent_Votes,John Rarick American Independent_Pct,Deidre Griswold Independent_Votes,Deidre Griswold Independent_Pct,Andrew Pulley Independent_Votes,Andrew Pulley Independent_Pct,Edward E. Clark Libertarian_Votes,Edward E. Clark Libertarian_Pct,None of These Candidates_Votes,None of These Candidates_Pct,John B. Anderson [ 3 ] Independent_Votes,John B. Anderson [ 3 ] Independent_Pct,Ed Clark [ 3 ] Libertarian_Votes,Ed Clark [ 3 ] Libertarian_Pct,Barry Commoner [ 3 ] Citizens_Votes,Barry Commoner [ 3 ] Citizens_Pct,Various candidates [ 3 ] Other parties_Votes,Various candidates [ 3 ] Other parties_Pct,John B. Anderson Anderson Alternative_Votes,John B. Anderson Anderson Alternative_Pct,John B. Anderson Liberal_Votes,John B. Anderson Liberal_Pct,Ed Clark [ 3 ] Free Libertarian_Votes,Ed Clark [ 3 ] Free Libertarian_Pct,Ellen McCormack [ 3 ] Right to Life_Votes,Ellen McCormack [ 3 ] Right to Life_Pct,John B. Anderson Not designated_Votes,John B. Anderson Not designated_Pct,Edward E. Clark Not designated_Votes,Edward E. Clark Not designated_Pct,Barry Commoner [ 12 ] Independent_Votes,Barry Commoner [ 12 ] Independent_Pct,Various candidates Write-ins_Votes,Various candidates Write-ins_Pct,Barry Commoner Independent_Votes,Barry Commoner Independent_Pct,Clifton DeBerry Independent_Votes,Clifton DeBerry Independent_Pct,Total_Votes,Winner,Winner_Pct
Alabama,St__Clair__AL,5236,38.35,7768,56.89,121,0.89,190,1.39,322,2.36,17,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13654,Republican,56.89
Alabama,Sumter__AL,5015,69.66,2104,29.23,45,0.63,8,0.11,16,0.22,11,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7199,Democrat,69.66
Alabama,Talladega__AL,10159,49.22,9902,47.97,140,0.68,99,0.48,153,0.74,188,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20641,Democrat,49.22
Alabama,Tallapoosa__AL,7260,53.37,5958,43.8,96,0.71,161,1.18,88,0.65,40,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13603,Democrat,53.37
Alabama,Tuscaloosa__AL,19103,46.91,19750,48.5,789,1.94,582,1.44,397,0.98,99,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40720,Republican,48.5
Alabama,Walker__AL,13616,59.65,8795,38.53,82,0.36,96,0.42,152,0.67,87,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22828,Democrat,59.65
Alabama,Washington__AL,3520,53.13,3045,45.96,24,0.36,2,0.03,31,0.47,3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6625,Democrat,53.13
Alabama,Wilcox__AL,4951,68.19,2280,31.4,13,0.18,7,0.1,8,0.11,2,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7261,Democrat,68.19
Alabama,Winston__AL,3368,39.92,4981,59.04,39,0.46,5,0.06,20,0.24,23,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8436,Republican,59.04
Arizona,Apache__AZ,3917,36.97,5991,56.55,495,4.67,0,0.0,0,0.0,0,0.0,156,1.47,36,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10595,Republican,56.55
Arizona,Cochise__AZ,7028,31.31,13351,59.48,1656,7.38,0,0.0,0,0.0,0,0.0,375,1.67,35,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22445,Republican,59.48
Arizona,Coconino__AZ,7832,29.89,14613,55.78,2815,10.74,0,0.0,0,0.0,0,0.0,861,3.29,78,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26199,Republican,55.78
Arizona,Gila__AZ,5068,37.82,7405,55.27,656,4.9,0,0.0,0,0.0,0,0.0,259,1.93,11,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13399,Republican,55.27
Arizona,Graham__AZ,2801,35.18,4765,59.85,268,3.37,0,0.0,0,0.0,0,0.0,121,1.52,6,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7961,Republican,59.85
Arizona,Greenlee__AZ,2043,54.02,1537,40.64,150,3.97,0,0.0,0,0.0,0,0.0,48,1.27,4,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3782,Democrat,54.02
Arizona,Maricopa__AZ,119752,24.6,316287,64.97,38975,8.01,0,0.0,0,0.0,0,0.0,10825,2.22,995,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486834,Republican,64.97
Arizona,Mohave__AZ,4900,24.43,13809,68.86,978,4.88,0,0.0,0,0.0,0,0.0,342,1.71,25,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20054,Republican,68.86
Arizona,Navajo__AZ,5110,30.27,10790,63.91,710,4.21,0,0.0,0,0.0,0,0.0,248,1.47,24,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16882,Republican,63.91
Arizona,Pima__AZ,64418,34.44,93055,49.75,25294,13.52,0,0.0,0,0.0,0,0.0,3944,2.11,346,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187057,Republican,49.75
Arizona,Pinal__AZ,9207,39.59,12195,52.43,1346,5.79,0,0.0,0,0.0,0,0.0,472,2.03,38,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23258,Republican,52.43
Arizona,Santa_Cruz__AZ,2089,39.12,2674,50.07,482,9.03,0,0.0,0,0.0,0,0.0,76,1.42,19,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5340,Republican,50.07
Arizona,Yavapai__AZ,6664,22.98,19823,68.37,1754,6.05,0,0.0,0,0.0,0,0.0,711,2.45,42,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28994,Republican,68.37
Arizona,Yuma__AZ,6014,28.44,13393,63.34,1373,6.49,0,0.0,0,0.0,0,0.0,346,1.64,19,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21145,Republican,63.34
Arkansas,Arkansas__AR,4303,53.89,3409,42.69,0,0.0,0,0.0,0,0.0,0,0.0,16,0.2,64,0.8,193,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7985,Democrat,53.89
Arkansas,Ashley__AR,4552,52.03,3960,45.27,0,0.0,0,0.0,0,0.0,0,0.0,45,0.51,61,0.7,130,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8748,Democrat,52.03
Arkansas,Baxter__AR,4789,31.62,9684,63.93,0,0.0,0,0.0,0,0.0,0,0.0,132,0.87,48,0.32,494,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15147,Republican,63.93
Arkansas,Benton__AR,9231,31.36,18830,63.96,0,0.0,0,0.0,0,0.0,0,0.0,303,1.03,58,0.2,1018,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29440,Republican,63.96
Arkansas,Boone__AR,4576,37.86,6778,56.07,0,0.0,0,0.0,0,0.0,0,0.0,159,1.32,146,1.21,429,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12088,Republican,56.07
Arkansas,Bradley__AR,3139,64.19,1650,33.74,0,0.0,0,0.0,0,0.0,0,0.0,24,0.49,11,0.22,66,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4890,Democrat,64.19
Arkansas,Calhoun__AR,1438,60.02,896,37.4,0,0.0,0,0.0,0,0.0,0,0.0,9,0.38,1,0.04,52,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2396,Democrat,60.02
Arkansas,Carroll__AR,2977,38.52,4273,55.29,0,0.0,0,0.0,0,0.0,0,0.0,135,1.75,45,0.58,298,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7728,Republican,55.29
Arkansas,Chicot__AR,3445,59.64,2239,38.76,0,0.0,0,0.0,0,0.0,0,0.0,64,1.11,2,0.03,26,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5776,Democrat,59.64
Arkansas,Clark__AR,6122,66.89,2743,29.97,0,0.0,0,0.0,0,0.0,0,0.0,59,0.64,14,0.15,215,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9153,Democrat,66.89
Arkansas,Clay__AR,3985,54.37,3091,42.17,0,0.0,0,0.0,0,0.0,0,0.0,126,1.72,7,0.1,121,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7330,Democrat,54.37
Arkansas,Cleburne__AR,4021,48.13,4042,48.38,0,0.0,0,0.0,0,0.0,0,0.0,82,0.98,6,0.07,204,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8355,Republican,48.38
Arkansas,Cleveland__AR,1856,60.69,1124,36.76,0,0.0,0,0.0,0,0.0,0,0.0,33,1.08,9,0.29,36,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3058,Democrat,60.69
Arkansas,Columbia__AR,4445,44.6,5259,52.76,0,0.0,0,0.0,0,0.0,0,0.0,131,1.31,25,0.25,107,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9967,Republican,52.76
Arkansas,Conway__AR,4698,51.13,4145,45.11,0,0.0,0,0.0,0,0.0,0,0.0,102,1.11,12,0.13,232,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9189,Democrat,51.13
Arkansas,Craighead__AR,9231,43.02,11010,51.31,0,0.0,0,0.0,0,0.0,0,0.0,283,1.32,224,1.04,708,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21456,Republican,51.31
Arkansas,Crawford__AR,3948,30.61,8542,66.22,0,0.0,0,0.0,0,0.0,0,0.0,131,1.02,33,0.26,245,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12899,Republican,66.22
Arkansas,Crittenden__AR,7022,50.8,6248,45.2,0,0.0,0,0.0,0,0.0,0,0.0,224,1.62,144,1.04,185,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13823,Democrat,50.8
Arkansas,Cross__AR,3471,53.47,2895,44.59,0,0.0,0,0.0,0,0.0,0,0.0,35,0.54,2,0.03,89,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6492,Democrat,53.47
Arkansas,Dallas__AR,2838,62.52,1596,35.16,0,0.0,0,0.0,0,0.0,0,0.0,25,0.55,6,0.13,74,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4539,Democrat,62.52
Arkansas,Desha__AR,3748,62.08,2057,34.07,0,0.0,0,0.0,0,0.0,0,0.0,47,0.78,108,1.79,77,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6037,Democrat,62.08
Arkansas,Drew__AR,3757,60.75,2272,36.74,0,0.0,0,0.0,0,0.0,0,0.0,32,0.52,6,0.1,117,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6184,Democrat,60.75
Arkansas,Faulkner__AR,8528,49.95,7544,44.19,0,0.0,0,0.0,0,0.0,0,0.0,181,1.06,51,0.3,769,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17073,Democrat,49.95
Arkansas,Franklin__AR,2716,42.27,3448,53.66,0,0.0,0,0.0,0,0.0,0,0.0,61,0.95,4,0.06,197,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6426,Republican,53.66
Arkansas,Fulton__AR,2037,47.85,2101,49.35,0,0.0,0,0.0,0,0.0,0,0.0,30,0.7,6,0.14,83,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4257,Republican,49.35
Arkansas,Garland__AR,12515,42.11,15739,52.96,0,0.0,0,0.0,0,0.0,0,0.0,250,0.84,171,0.58,1042,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29717,Republican,52.96
Arkansas,Grant__AR,3078,58.34,2007,38.04,0,0.0,0,0.0,0,0.0,0,0.0,55,1.04,34,0.64,102,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5276,Democrat,58.34
Arkansas,Greene__AR,5996,55.31,4514,41.64,0,0.0,0,0.0,0,0.0,0,0.0,106,0.98,6,0.06,219,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10841,Democrat,55.31
Arkansas,Hempstead__AR,4671,54.14,3852,44.65,0,0.0,0,0.0,0,0.0,0,0.0,31,0.36,2,0.02,72,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8628,Democrat,54.14
Arkansas,Hot_Spring__AR,6897,63.76,3561,32.92,0,0.0,0,0.0,0,0.0,0,0.0,87,0.8,28,0.26,244,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10817,Democrat,63.76
Arkansas,Howard__AR,2564,50.63,2386,47.12,0,0.0,0,0.0,0,0.0,0,0.0,28,0.55,23,0.45,63,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5064,Democrat,50.63
Arkansas,Independence__AR,5683,51.08,5076,45.63,0,0.0,0,0.0,0,0.0,0,0.0,69,0.62,21,0.19,276,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11125,Democrat,51.08
Arkansas,Izard__AR,2750,52.34,2266,43.13,0,0.0,0,0.0,0,0.0,0,0.0,54,1.03,24,0.46,160,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5254,Democrat,52.34
Arkansas,Jackson__AR,4651,57.55,3191,39.49,0,0.0,0,0.0,0,0.0,0,0.0,51,0.63,14,0.17,174,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8081,Democrat,57.55
Arkansas,Jefferson__AR,17292,57.55,10697,35.6,0,0.0,0,0.0,0,0.0,0,0.0,625,2.08,630,2.1,802,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30046,Democrat,57.55
Arkansas,Johnson__AR,3709,48.57,3619,47.39,0,0.0,0,0.0,0,0.0,0,0.0,93,1.22,28,0.37,187,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7636,Democrat,48.57
Arkansas,Lafayette__AR,1947,51.56,1756,46.5,0,0.0,0,0.0,0,0.0,0,0.0,21,0.56,5,0.13,47,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3776,Democrat,51.56
Arkansas,Lawrence__AR,3547,50.94,3245,46.6,0,0.0,0,0.0,0,0.0,0,0.0,51,0.73,3,0.04,117,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6963,Democrat,50.94
Arkansas,Lee__AR,3103,63.64,1711,35.09,0,0.0,0,0.0,0,0.0,0,0.0,12,0.25,3,0.06,47,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4876,Democrat,63.64
Arkansas,Lincoln__AR,2517,65.39,1243,32.29,0,0.0,0,0.0,0,0.0,0,0.0,30,0.78,3,0.08,56,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3849,Democrat,65.39
Arkansas,Little_River__AR,2631,52.37,2272,45.22,0,0.0,0,0.0,0,0.0,0,0.0,43,0.86,37,0.74,41,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5024,Democrat,52.37
Arkansas,Logan__AR,4098,45.98,4511,50.61,0,0.0,0,0.0,0,0.0,0,0.0,117,1.31,21,0.24,166,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8913,Republican,50.61
Arkansas,Lonoke__AR,5605,48.38,5619,48.5,0,0.0,0,0.0,0,0.0,0,0.0,84,0.73,31,0.27,246,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11585,Republican,48.5
Arkansas,Madison__AR,2434,41.71,3180,54.5,0,0.0,0,0.0,0,0.0,0,0.0,75,1.29,20,0.34,126,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5835,Republican,54.5
Arkansas,Marion__AR,2046,38.2,3059,57.11,0,0.0,0,0.0,0,0.0,0,0.0,84,1.57,7,0.13,160,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5356,Republican,57.11
Arkansas,Miller__AR,5996,46.41,6770,52.4,0,0.0,0,0.0,0,0.0,0,0.0,40,0.31,10,0.08,105,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12921,Republican,52.4
Arkansas,Mississippi__AR,8908,54.26,7170,43.67,0,0.0,0,0.0,0,0.0,0,0.0,88,0.54,17,0.1,234,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16417,Democrat,54.26
Arkansas,Monroe__AR,2686,55.62,2027,41.98,0,0.0,0,0.0,0,0.0,0,0.0,28,0.58,6,0.12,82,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4829,Democrat,55.62
Arkansas,Montgomery__AR,1878,51.99,1585,43.88,0,0.0,0,0.0,0,0.0,0,0.0,38,1.05,25,0.69,86,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3612,Democrat,51.99
Arkansas,Nevada__AR,2631,59.26,1697,38.22,0,0.0,0,0.0,0,0.0,0,0.0,46,1.04,16,0.36,50,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4440,Democrat,59.26
Arkansas,Newton__AR,1436,35.61,2423,60.08,0,0.0,0,0.0,0,0.0,0,0.0,57,1.41,17,0.42,100,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4033,Republican,60.08
Arkansas,Ouachita__AR,7152,58.58,4329,35.46,0,0.0,0,0.0,0,0.0,0,0.0,110,0.9,369,3.02,248,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12208,Democrat,58.58
Arkansas,Perry__AR,1606,50.41,1459,45.79,0,0.0,0,0.0,0,0.0,0,0.0,43,1.35,5,0.16,73,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3186,Democrat,50.41
Arkansas,Phillips__AR,6642,59.59,4270,38.31,0,0.0,0,0.0,0,0.0,0,0.0,44,0.39,27,0.24,163,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11146,Democrat,59.59
Arkansas,Pike__AR,2094,51.11,1916,46.77,0,0.0,0,0.0,0,0.0,0,0.0,23,0.56,6,0.15,58,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4097,Democrat,51.11
Arkansas,Poinsett__AR,4894,53.31,4040,44.01,0,0.0,0,0.0,0,0.0,0,0.0,83,0.9,10,0.11,153,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9180,Democrat,53.31
Arkansas,Polk__AR,2617,38.35,3993,58.51,0,0.0,0,0.0,0,0.0,0,0.0,69,1.01,6,0.09,139,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6824,Republican,58.51
Arkansas,Pope__AR,6364,44.72,7217,50.72,0,0.0,0,0.0,0,0.0,0,0.0,153,1.08,25,0.18,471,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14230,Republican,50.72
Arkansas,Prairie__AR,1928,49.5,1855,47.63,0,0.0,0,0.0,0,0.0,0,0.0,35,0.9,13,0.33,64,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3895,Democrat,49.5
Arkansas,Pulaski__AR,54839,48.56,52125,46.15,0,0.0,0,0.0,0,0.0,0,0.0,1003,0.89,313,0.28,4657,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112937,Democrat,48.56
Arkansas,Randolph__AR,3070,51.78,2579,43.5,0,0.0,0,0.0,0,0.0,0,0.0,144,2.43,11,0.19,125,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5929,Democrat,51.78
Arkansas,St__Francis__AR,5816,55.46,4485,42.77,0,0.0,0,0.0,0,0.0,0,0.0,51,0.49,3,0.03,132,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10487,Democrat,55.46
Arkansas,Saline__AR,10368,53.02,8330,42.6,0,0.0,0,0.0,0,0.0,0,0.0,191,0.98,23,0.12,643,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19555,Democrat,53.02
Arkansas,Scott__AR,2236,48.34,2228,48.16,0,0.0,0,0.0,0,0.0,0,0.0,60,1.3,10,0.22,92,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4626,Democrat,48.34
Arkansas,Searcy__AR,1536,36.72,2459,58.79,0,0.0,0,0.0,0,0.0,0,0.0,70,1.67,17,0.41,101,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4183,Republican,58.79
Arkansas,Sebastian__AR,10141,27.5,23403,63.46,0,0.0,0,0.0,0,0.0,0,0.0,902,2.45,1410,3.82,1023,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36879,Republican,63.46
Arkansas,Sevier__AR,2854,51.92,2502,45.52,0,0.0,0,0.0,0,0.0,0,0.0,39,0.71,5,0.09,97,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5497,Democrat,51.92
Arkansas,Sharp__AR,2774,43.24,3420,53.3,0,0.0,0,0.0,0,0.0,0,0.0,56,0.87,6,0.09,160,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6416,Republican,53.3
Arkansas,Stone__AR,1968,49.51,1793,45.11,0,0.0,0,0.0,0,0.0,0,0.0,66,1.66,15,0.38,133,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3975,Democrat,49.51
Arkansas,Union__AR,6852,40.16,9401,55.1,0,0.0,0,0.0,0,0.0,0,0.0,337,1.98,160,0.94,313,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17063,Republican,55.1
Arkansas,Van_Buren__AR,2968,47.17,3090,49.11,0,0.0,0,0.0,0,0.0,0,0.0,67,1.06,14,0.22,153,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6292,Republican,49.11
Arkansas,Washington__AR,12276,34.66,20788,58.69,0,0.0,0,0.0,0,0.0,0,0.0,485,1.37,135,0.38,1737,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35421,Republican,58.69
Arkansas,White__AR,8750,50.54,8079,46.66,0,0.0,0,0.0,0,0.0,0,0.0,125,0.72,50,0.29,309,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17313,Democrat,50.54
Arkansas,Woodruff__AR,2452,65.28,1204,32.06,0,0.0,0,0.0,0,0.0,0,0.0,21,0.56,5,0.13,74,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3756,Democrat,65.28
Arkansas,Yell__AR,3702,51.87,3187,44.65,0,0.0,0,0.0,0,0.0,0,0.0,61,0.85,6,0.08,181,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7137,Democrat,51.87
